ID ,name ,category ,main_category ,currency ,deadline ,goal ,launched ,pledged ,state ,backers ,country ,usd pledged 
1000328328,ANVIL Beard,Fashion,Fashion,GBP,2/6/2015 13:00,2000,12/15/2014 19:13,61,failed,9,GB,95.87396169
1000331311,AWE - Antediluvian Wars: Extermination Tactical Card Game,Tabletop Games,Games,USD,8/31/2014 0:00,13000,8/1/2014 0:02,1811,failed,34,US,1811
1000332383,Road to the Shire,Documentary,Film & Video,USD,2/14/2012 21:00,4000,1/11/2012 20:13,4045,successful,29,US,4045
1000333671,Spiral Electric Skylab Recording,Rock,Music,USD,2/26/2015 18:54,500,2/4/2015 18:54,1540,successful,31,US,1540
1000334074,The Locals Only Shirt,Fashion,Fashion,USD,5/18/2012 7:59,500,5/1/2012 7:11,754.82,successful,36,US,754.82
1000335422,"""Where is Home?"" Anthology",Anthologies,Comics,CAD,7/10/2014 0:09,4000,6/10/2014 0:09,4944.5,successful,153,CA,4523.365612
1000338818,"Diet! No thanks, I'd rather lose weight",Publishing,Publishing,EUR,10/30/2016 17:13,10000,8/31/2016 18:13,88,failed,9,DE,22.3488658
1000339877,The Onrust Project and Two Row Treaty of 1613,Theater,Theater,USD,6/16/2013 0:58,5000,4/17/2013 0:58,110,failed,2,US,110
1000340977,My Coffee Box,Drinks,Food,USD,6/16/2014 22:43,3000,5/17/2014 22:43,1027,failed,18,US,1027
1000344383,¿Tu Sabes? (You Know?) a music collaboration by Daya & Edu,Music,Music,USD,12/13/2012 0:12,4500,10/30/2012 8:53,409,failed,10,US,409
1000348776,P/O/V Comic and Literary Anthology,Comics,Comics,USD,3/6/2012 18:25,4289,1/21/2012 18:25,474,failed,14,US,474
1000354338,"""Little Shop of Horrors"" at the Browncoat Theatre!",Theater,Theater,USD,8/14/2012 20:05,2000,6/30/2012 20:05,2075,successful,40,US,2075
10003650,Glyscian Debut Album Recording (Canceled),Rock,Music,USD,5/26/2012 4:25,15000,3/27/2012 4:25,151,canceled,4,US,151
1000374001,The Dark Waters Project,Indie Rock,Music,USD,4/7/2013 5:55,10000,2/20/2013 1:48,10414,successful,113,US,10414
1000386601,Los Angeles International Student Film Festival,Film & Video,Film & Video,USD,4/3/2014 17:24,1500,3/4/2014 17:24,1932.99,successful,29,US,1932.99
1000389241,Bob Contemplates Ending It All,Shorts,Film & Video,USD,1/27/2014 2:00,3000,12/18/2013 20:54,3755,successful,52,US,3755
1000392220,The Girls Bathroom,Webseries,Film & Video,USD,7/31/2011 6:00,2000,7/6/2011 16:35,2252.99,successful,45,US,2252.99
100039820,Best Spray Bottle Ever - SureShot,Gadgets,Technology,CAD,3/7/2015 16:57,25000,2/5/2015 16:57,3,failed,3,CA,2.41110072
1000399155,New Lasagna,Restaurants,Food,USD,10/17/2014 11:13,5000,8/18/2014 11:13,0,failed,0,US,0
1000405957,Just Another Reality Show: Season 3,Webseries,Film & Video,USD,5/11/2014 23:04,500,4/10/2014 23:04,756,successful,8,US,756
1000413719,Backroads EP Processing Costs,Electronic Music,Music,USD,10/26/2012 23:00,200,10/11/2012 23:32,274.05,successful,14,US,274.05
1000415969,Disaster Area: A Podcast,Radio & Podcasts,Publishing,USD,12/28/2016 17:58,1000,11/28/2016 17:58,125,live,3,US,0
1000422671,Titanium EDC Bottle Opener,Product Design,Design,USD,11/20/2016 16:23,500,10/21/2016 16:23,156,failed,4,US,1
1000427280,Fishtacular - The Ultimate Fishing Tool (Canceled),Apps,Technology,CAD,5/25/2015 20:04,50000,4/23/2015 20:04,11336,canceled,19,CA,9240.736853
1000428719,"""Eat Like A Gilmore"" Cookbook",Cookbooks,Food,USD,4/17/2016 4:00,20000,3/14/2016 12:39,47273,successful,1261,US,47273
100044420,PATTY AT THE PARTY - a mumblecore horror feature,Webseries,Film & Video,USD,7/4/2010 21:12,5000,4/29/2010 7:14,50,failed,3,US,50
1000445513,Bold Threadz,Fashion,Fashion,USD,9/20/2012 21:59,5400,8/2/2012 4:47,5858,successful,131,US,5858
1000450327,Happy Fix USA,Apparel,Fashion,USD,10/1/2014 17:06,1750,8/17/2014 17:06,1805,successful,25,US,1805
1000454605,Be part of the next SMB Project album,Indie Rock,Music,USD,3/24/2012 2:00,1000,2/12/2012 17:33,1455,successful,41,US,1455
1000465399,DAYTRADER - A Financial Board Game,Tabletop Games,Games,USD,3/13/2013 15:16,19500,2/5/2013 16:16,20269,successful,491,US,20269
1000476123,Mama's Meatballs,Food,Food,USD,8/7/2014 18:52,100,7/8/2014 18:52,0,failed,0,US,0
1000479996,"Ebony Child:Music Artist drops New Album, Comic Book, & Film",Pop,Music,USD,5/21/2016 1:46,10000,4/21/2016 1:46,10,failed,1,US,10
1000481607,Alpha Omega E.P.,Metal,Music,USD,9/30/2016 22:34,1000,9/5/2016 22:34,472,failed,13,US,0
1000491830,The Legendary YD 2016 Tour,Hip-Hop,Music,USD,5/18/2016 19:48,6325,3/19/2016 21:51,10,failed,2,US,10
1000499845,MEMORY LANE  ,Documentary,Film & Video,USD,11/8/2010 22:48,20000,10/9/2010 22:48,270,failed,4,US,270
1000509854,"Jane Brown... a story of courage, survival and love",Periodicals,Publishing,USD,12/31/2011 0:01,25000,10/31/2011 23:01,0,failed,0,US,0
1000514796,CASE:Lynk - Your EMERGENCY iPhone Charge & Sync Cord,Product Design,Design,USD,10/11/2012 6:59,125000,9/6/2012 6:59,3012,failed,67,US,3012
100051531,Cat - Pre-Professional Ballerina,Dance,Dance,USD,10/6/2014 13:24,3400,8/7/2014 13:24,0,failed,0,US,0
1000519001,Wordwright: re·de·fin·ing word play,Tabletop Games,Games,USD,12/29/2015 2:00,2000,11/21/2015 14:12,14794,successful,624,US,14794
1000521061,SERiNO'S PiZZA ROLLiNG PiZZA LAB (Food Truck),Food Trucks,Food,USD,9/30/2014 23:39,20000,9/1/2014 23:39,0,failed,0,US,0
1000521421,A photobook of life in Japan,Photography,Photography,USD,3/14/2013 2:11,3200,2/12/2013 3:11,568,failed,11,US,568
1000524949,Operation: Make Stuff,Video Games,Games,USD,10/18/2012 4:46,200,9/18/2012 4:46,306.72,successful,36,US,306.72
1000535116,Xi3: Help us Usher in the Post-PC Era,Technology,Technology,USD,10/28/2012 8:33,250000,9/28/2012 9:33,90771,failed,120,US,90771
1000537760,help our wood shop buy a lathe & hopefully a laser engraver,Public Art,Art,USD,11/13/2014 21:50,650,10/24/2014 21:50,0,failed,0,US,0
1000542390,Spirits Asunder,Film & Video,Film & Video,GBP,3/31/2015 5:52,500,3/1/2015 5:52,5,failed,1,GB,7.71822905
1000543883,Store Facades - Paintings out of Pittsburgh,Painting,Art,USD,3/30/2013 2:02,800,2/28/2013 3:02,1062.57,successful,20,US,1062.57
1000545028,Trackside - Independent documentary featuring Marshals,Documentary,Film & Video,GBP,3/2/2014 22:00,5000,1/24/2014 12:49,5037,successful,47,GB,8345.981293
1000549881,"Brandi Emma promotes her new, 5-song EP because of YOU!  Pre-Order Right Here :)",Indie Rock,Music,USD,7/12/2010 8:59,10000,6/12/2010 1:44,4006,failed,44,US,4006
1000551777,Gantish - Online Reward Chart Creator for Parents,Software,Technology,EUR,9/16/2015 15:37,4000,8/17/2015 15:37,282,failed,12,IE,313.3002629
1000553538,URBNPOP / CHRIS HAMER SKETCHBOOK,Art Books,Publishing,USD,7/18/2012 16:58,1400,6/18/2012 16:58,2535,successful,49,US,2535
1000558429,Sellegg start up classified site,Web,Technology,USD,3/20/2016 19:26,15000,3/2/2016 2:13,25,failed,1,US,25
1000566862,Farmer Brown's Analogy Farm Game for ages three and above,Games,Games,USD,10/30/2013 2:32,25000,9/27/2013 3:32,65,failed,3,US,65
1000567557,The Seven Rays,World Music,Music,USD,4/9/2012 2:52,3000,2/24/2012 2:52,260,failed,8,US,260
100057323,David LaRocca: Star Spawn,Illustration,Art,USD,10/22/2015 4:30,650,9/21/2015 14:44,2354.5,successful,53,US,2354.5
1000577059,Calendars for Cats,Photobooks,Photography,USD,12/29/2015 14:56,1000,11/29/2015 14:56,95,failed,3,US,95
10005784,DOGMA - Short Film,Drama,Film & Video,GBP,3/20/2015 1:00,750,3/6/2015 15:13,756,successful,15,GB,1153.311037
1000581546,Project U-Neek,Art,Art,GBP,5/8/2013 1:06,1500,4/8/2013 1:06,1515.5,successful,19,GB,2320.2691
1000581804,Architecture & Design Website,Architecture,Design,GBP,9/28/2014 19:47,500,8/29/2014 19:47,0,failed,0,GB,0
1000586849,#NotMyPresident Protest Tees,Apparel,Fashion,USD,12/22/2016 4:46,2500,11/22/2016 4:46,25,live,1,US,30
1000590709,Musical Light Suit,Hardware,Technology,USD,6/28/2011 9:09,6000,5/19/2011 9:09,20,failed,2,US,20
1000600012,YA science-fiction/comedy book series: Zeek Kim'lo,Young Adult,Publishing,GBP,6/16/2016 1:05,10000,5/17/2016 1:05,1,failed,1,GB,1.4360512
1000600526,Rising Star - Unsigned Artist Compilation Album,Hip-Hop,Music,GBP,2/22/2013 22:32,600,1/8/2013 22:32,0,failed,0,GB,0
1000602156,HYDRA DICE,Games,Games,USD,6/6/2012 7:42,12000,5/7/2012 7:42,3100.66,failed,89,US,3100.66
1000620551,Islamic World - Strategic gaming with Islamic values,Mobile Games,Games,GBP,8/19/2014 12:52,1925,7/20/2014 12:52,293,failed,5,GB,500.633908
1000624031,Hangar 1 Foundation,Flight,Technology,USD,10/18/2014 19:40,8500,9/3/2014 19:40,1355,failed,4,US,1355
1000627718,Adele's Heart is Going to Edinburgh,Theater,Theater,USD,6/18/2012 14:33,7500,5/14/2012 14:33,8315,successful,67,US,8315
1000629643,ODIN: Android 'Smart' Projector to Carry in Your Pocket,Hardware,Technology,USD,7/8/2014 5:59,250000,5/28/2014 13:54,268192,successful,561,US,268192
1000638156,Jenny's Photography - Start own business and travel!!,Fine Art,Photography,GBP,8/29/2014 18:14,500,7/30/2014 18:14,10,failed,1,GB,16.9818498
1000639526,Kaleidoscope Man,Film & Video,Film & Video,GBP,12/22/2012 3:59,60000,11/15/2012 22:46,5487,failed,90,GB,8715.624765
1000644119,Operación Douve,Action,Film & Video,EUR,5/1/2016 19:09,100,3/2/2016 19:09,20,failed,2,ES,21.7678072
1000648117,42 Sketches 2013,Art Books,Publishing,USD,4/7/2013 22:16,1000,3/18/2013 21:16,2883.5,successful,78,US,2883.5
1000648918,"ADVENT SAGA, DIGITAL TACTICAL CARD GAME",Video Games,Games,USD,7/31/2014 16:01,70000,7/1/2014 16:01,15542.11,failed,260,US,15542.11
1000650960,"Crap Amidst Hilarity, vol. 1",Playing Cards,Games,USD,3/22/2016 0:36,7500,1/22/2016 1:36,942.25,failed,55,US,942.25
1000654344,"Packable, Fashionable & Protective; the ULTIMATE sun hat.",Fashion,Fashion,USD,6/7/2014 1:00,36000,5/1/2014 17:36,91003.67,successful,750,US,91003.67
1000656794,VoxCube - 8x8x8 RGB LED chainable cubes,Makerspaces,Technology,AUD,4/1/2016 0:15,129000,3/2/2016 0:15,11601.5,failed,32,AU,8267.41638
1000659557,New world disorder,Punk,Music,USD,7/5/2016 1:46,5000,6/5/2016 18:46,0,failed,0,US,0
1000674477,"""GENERATION FX"" a documentary film.",Documentary,Film & Video,USD,12/9/2012 4:57,100000,10/10/2012 4:57,8085,failed,37,US,8085
1000682368,"Rack and Ruin, Out of Orbit 3",Fiction,Publishing,GBP,6/17/2015 21:52,2500,5/18/2015 21:52,1315,failed,29,GB,2068.065297
1000684975,Help me prepare for an upcoming art show,Painting,Art,USD,4/24/2016 21:25,1200,3/10/2016 21:25,2,failed,2,US,2
1000694855,STREETFIGHTERZ WHEELIE MURICA,Film & Video,Film & Video,USD,9/20/2014 6:59,6500,8/6/2014 21:28,555,undefined,0,"N,""0",
1000697657,The Forever Rechargeable Talking Super Capacitor Flashlight,Hardware,Technology,CAD,10/23/2013 23:36,2000,9/23/2013 23:36,656,failed,18,CA,636.7775928
1000699196,COVENANT,Jazz,Music,USD,12/7/2014 18:02,32000,11/7/2014 18:02,4670,failed,42,US,4670
1000707541,Elephant Gun Media Blitzkrieg,Music,Music,USD,11/4/2011 6:00,777,10/20/2011 23:51,923,successful,36,US,923
1000710630,Our Shared Stories: An Afghan Diary,Anthologies,Publishing,USD,8/20/2016 16:22,7500,7/6/2016 16:22,9500,successful,86,US,880
1000719127,The Gentle Art Of Tutelage,Narrative Film,Film & Video,USD,3/20/2013 18:38,50000,1/19/2013 18:38,2161,failed,26,US,2161
1000725978,"Air Bonsai | Create your ""little star""",Product Design,Design,USD,3/1/2016 12:18,80000,1/21/2016 12:18,843743,successful,3784,US,843743
1000727191,"Canadian Invasion's ""Choose Your Own Adventure"" Album",Pop,Music,USD,12/20/2010 5:59,2000,10/26/2010 1:17,2036,successful,38,US,2036
1000727905,Wrist Covers,Product Design,Design,USD,4/24/2015 19:39,9500,2/23/2015 19:39,0,failed,0,US,0
1000741180,High Stakes: A Short Film,Shorts,Film & Video,USD,11/3/2013 21:55,5000,10/9/2013 21:55,5120,successful,81,US,5120
1000741387,Fomatek: Foam Laptop Desks & Music Stands Elevate your Gear.,Product Design,Design,USD,9/26/2015 22:02,10000,8/27/2015 22:02,805,failed,10,US,805
1000752960,100 Risings,Documentary,Film & Video,GBP,7/10/2014 10:36,500,6/10/2014 10:36,10,failed,1,GB,16.8060166
1000754401,Sky Scrapers Project,Tabletop Games,Games,USD,6/16/2015 21:44,50000,5/17/2015 21:44,1825,failed,32,US,1825
1000758916,Keys to the Moon's First Full Length Album!,Music,Music,USD,10/1/2016 5:59,4000,9/1/2016 15:32,4629,successful,37,US,15
1000767040,Strait Jacket – Tangle Prevention For Headphones,Product Design,Design,USD,11/23/2016 3:35,30000,10/24/2016 3:35,1041,canceled,46,US,549
1000770149,Worrisome Wilf's Beastly Bedtime,Children's Books,Publishing,GBP,6/12/2013 13:59,5500,5/13/2013 13:59,5721,successful,140,GB,8787.829467
1000772297,"Airfoil Click Pen: Aviation Inspired, for gel & rollerball",Product Design,Design,USD,10/5/2014 8:00,5000,9/9/2014 20:17,26407,successful,327,US,26407
1000776914,"VLC for the new Windows 8 User Experience (""Metro"")",Software,Technology,GBP,12/29/2012 13:54,40000,11/29/2012 13:54,47056.86,successful,3080,GB,75365.13526
1000777557,Raise funds for the new JonathanGluck and the Wayward Kind album!,Rock,Music,USD,9/19/2010 5:59,4000,7/30/2010 23:23,30,failed,2,US,30
1000781363,The Spider and the Fly,Children's Books,Publishing,USD,7/9/2014 9:10,19650,6/9/2014 9:10,20313,successful,164,US,20313
1000781512,Knock Down Drag Out,Shorts,Film & Video,USD,1/10/2012 5:59,800,12/9/2011 0:23,850,successful,19,US,850
1000785030,Day of the Dead Tyrion Lannister Calavera Vinyl Stickers,Illustration,Art,USD,1/17/2015 4:12,275,1/3/2015 4:12,642,successful,40,US,642
1000786724,Harold VS The Horde,Video Games,Games,USD,1/18/2015 7:49,14000,12/19/2014 7:49,113,failed,18,US,113
1000788629,Camille Peruto - NEW ALBUM,Pop,Music,USD,7/6/2016 0:02,15000,5/7/2016 0:02,18009,successful,69,US,18009
100078996,APP - CUSTOM SHOES/ Calzado Personalizado - MADAME MARIAN,Apps,Technology,MXN,12/21/2016 6:59,55000,11/19/2016 4:05,1700,live,7,MX,2.450925
1000802137,Tye's Photographic Journey.,People,Photography,USD,12/12/2015 7:06,2500,11/12/2015 7:06,0,failed,0,US,0
1000811882,The Sword of Asumi Visual Novel,Video Games,Games,GBP,11/10/2014 11:30,2500,10/19/2014 20:35,3097,successful,107,GB,4983.778992
1000823935,Wax Stacks LP Record Crates,Design,Design,USD,7/15/2015 17:55,35000,6/15/2015 17:55,39209,successful,120,US,39209
1000827504,The JANIS JOPLIN Project (Canceled),Photography,Photography,USD,8/21/2012 5:09,11000,7/10/2012 2:31,75,canceled,1,US,75
1000834930,Strawberry Fields Café and Patisserie,Food,Food,CAD,1/23/2017 17:14,50000,12/1/2016 21:16,0,live,0,CA,0
1000844246,Tofu: Stylish T-Shirts that are Made by Freedom,Apparel,Fashion,USD,8/10/2015 5:30,3000,7/22/2015 15:31,23079,successful,140,US,23079
1000850525,American Confines vol 1: Cincinnati in 52,Photobooks,Photography,USD,7/20/2016 5:59,17500,6/20/2016 8:10,656,failed,14,US,615
1000853310,Good Company,Shorts,Film & Video,USD,2/27/2012 4:22,500,1/28/2012 4:22,5,failed,1,US,5
1000865260,"Launch ""Romeo and Juliet in Yiddish"" in New York City",Film & Video,Film & Video,USD,6/10/2011 22:17,5000,5/17/2011 22:17,0,failed,0,US,0
1000869383,The Case of the Silent Girl - a dark Sherlock Holmes tale,Comics,Comics,SEK,7/18/2016 20:16,4450,6/18/2016 20:16,8503,successful,47,SE,409.5424954
1000883509,Chasing Blue at The Trans Theatre Festival,Festivals,Theater,USD,6/1/2016 6:59,4000,4/29/2016 19:53,4813,successful,105,US,4813
1000885772,Mooli London | Designer Camera & Tech Bag - The Hampton,Product Design,Design,GBP,10/10/2015 0:59,15000,9/4/2015 16:33,15267,successful,85,GB,23358.14451
100089599,CLOTHING LABEL WITH A 90's STATE OF MIND - MADE IN FRANCE,Apparel,Fashion,EUR,12/18/2016 18:51,3286,11/18/2016 18:51,2866,live,32,FR,427.944796
1000896053,The Ultimate Custom Shark Rig,Product Design,Design,USD,4/24/2015 15:58,8000,3/25/2015 14:58,0,failed,0,US,0
100091944,Climbing 4 Kidz,Film & Video,Film & Video,CAD,5/8/2014 15:37,38875,4/9/2014 22:39,0,failed,0,CA,0
